latitude,longitude,hour_of_day,nearby_incidents,nearby_safe_zones,lighting_density,police_proximity,crowd_density,cctv_coverage,response_speed,safety_score
13.0082,80.1665,1,0,2,67.2,81.3,84.4,77.0,87.1,79.6
12.9561,80.2469,10,5,5,89.8,86.1,93.0,48.0,97.4,79.0
13.1675,80.2105,0,1,5,74.8,93.8,66.5,79.0,95.9,91.1
12.9553,80.2627,14,4,5,87.2,81.7,93.0,48.0,96.3,79.9
13.1687,80.3108,18,2,5,59.8,62.7,66.5,79.0,85.3,89.2
13.0822,80.1774,3,3,5,87.0,85.8,61.5,65.5,89.6,71.0
13.1848,80.2661,10,1,5,79.9,76.9,69.8,84.6,94.7,98.0
13.1497,80.2511,4,5,3,90.1,86.1,61.0,63.7,97.4,57.9
13.1995,80.1788,2,0,5,72.4,85.8,76.9,87.6,89.6,98.0
13.0377,80.2748,12,3,4,64.3,76.9,74.1,87.9,94.7,73.7
13.1418,80.2047,9,0,2,74.8,92.3,59.0,56.4,94.2,98.0
13.0505,80.2476,10,5,5,56.8,86.1,70.6,85.6,97.4,60.8
13.07,80.1665,17,3,5,86.2,81.3,64.1,73.4,87.1,89.4
13.1069,80.2419,1,1,4,76.4,89.8,57.1,48.6,98.0,86.7
13.1684,80.2113,6,1,5,76.4,93.8,66.5,79.0,95.9,98.0
13.196,80.3145,8,1,5,76.0,62.7,76.9,87.6,85.3,98.0
13.1421,80.1614,9,4,2,52.9,76.6,59.0,56.4,84.7,46.9
13.0544,80.2337,17,4,5,55.9,92.5,70.6,85.6,97.9,63.0
13.0553,80.2417,22,4,5,53.2,89.8,67.2,80.5,98.0,43.2
13.1344,80.295,6,2,2,65.3,64.8,57.7,51.0,87.8,73.9
13.0097,80.2649,6,0,2,74.7,81.7,84.4,77.0,96.3,98.0
12.9776,80.2834,2,2,4,78.3,72.2,91.4,54.6,92.6,77.1
13.0387,80.3054,11,2,4,84.1,62.7,74.1,87.9,85.3,97.9
13.0218,80.3224,6,1,3,79.1,62.0,81.2,83.2,83.0,98.0
13.0241,80.2128,16,0,3,66.9,93.8,81.2,83.2,95.9,98.0
13.0084,80.2576,0,1,2,75.6,81.7,84.4,77.0,96.3,70.6
12.9605,80.318,4,3,5,58.4,62.0,93.0,48.0,83.0,55.4
12.9545,80.3479,15,3,5,58.7,68.0,92.7,49.3,78.4,76.5
13.1969,80.3279,14,0,5,74.1,62.7,76.9,87.6,81.0,98.0
13.0569,80.2243,1,3,5,57.7,93.8,67.2,80.5,97.2,56.2
13.0461,80.189,8,1,5,77.0,89.6,70.6,85.6,92.0,98.0
13.1199,80.2479,6,3,3,81.8,86.1,57.1,48.2,97.4,79.5
13.0046,80.2983,3,0,2,62.6,64.8,87.3,69.3,87.8,82.2
13.1875,80.2485,19,1,5,78.7,86.1,73.3,87.6,97.4,98.0
13.1466,80.2466,17,4,3,93.0,86.1,61.0,63.7,97.4,74.0
12.9724,80.3176,20,4,5,59.8,62.0,92.6,49.9,83.0,59.8
13.0544,80.2223,3,2,5,61.2,93.8,70.6,85.6,97.2,67.4
13.1698,80.322,12,3,5,57.5,62.0,66.5,79.0,83.0,73.9
13.1862,80.2314,0,0,5,73.8,92.5,73.3,87.6,97.9,98.0
13.0669,80.2156,23,3,5,55.5,93.8,64.1,73.4,97.2,58.0
13.1034,80.2408,2,0,4,62.9,89.8,57.9,52.0,98.0,94.3
12.9918,80.3025,15,2,3,65.3,64.8,89.7,61.5,87.8,79.8
13.1978,80.1752,21,0,5,75.3,85.8,76.9,87.6,89.6,98.0
13.0079,80.1893,3,1,2,70.7,89.6,84.4,77.0,92.0,68.8
13.1857,80.3403,22,0,5,69.8,64.8,73.3,87.6,79.5,95.1
13.1124,80.1851,15,1,4,69.3,89.6,57.1,48.6,92.0,98.0
13.1019,80.2635,18,0,4,66.4,81.7,57.9,52.0,96.3,98.0
13.0782,80.2659,0,3,5,56.5,76.9,61.5,65.5,94.7,58.4
13.0077,80.2479,4,0,2,81.2,86.1,84.4,77.0,97.4,90.0
12.9941,80.2789,18,2,3,78.2,72.2,89.7,61.5,92.6,88.8
13.0051,80.196,21,0,2,66.6,92.3,84.4,77.0,94.2,98.0
12.9966,80.2605,23,2,2,84.0,81.7,87.3,69.3,96.3,64.6
13.1449,80.2244,10,2,2,88.8,93.8,59.0,56.4,97.2,84.8
13.0375,80.2823,12,2,4,64.8,72.2,74.1,87.9,92.6,88.7
12.9645,80.1782,19,2,5,55.3,85.8,93.0,48.0,89.6,87.4
13.1923,80.2642,4,1,5,72.0,81.7,73.3,87.6,96.3,86.1
13.1709,80.1871,20,1,5,63.3,89.6,66.5,79.0,92.0,98.0
13.1819,80.2057,3,1,5,73.7,93.8,69.8,84.6,95.9,86.1
13.1987,80.1937,3,0,5,71.6,89.6,76.9,87.6,92.0,98.0
12.9935,80.1866,3,2,3,62.4,89.6,89.7,61.5,92.0,61.3
13.0491,80.3151,3,3,5,96.2,62.0,70.6,85.6,83.0,72.2
13.1396,80.2071,19,2,2,77.9,93.8,59.0,56.4,95.9,80.8
13.124,80.3354,20,2,3,59.8,64.8,57.1,48.2,79.5,79.8
12.9885,80.344,17,4,3,58.1,64.8,89.7,61.5,79.5,54.1
13.154,80.2643,17,3,3,87.4,81.7,61.0,63.7,96.3,84.1
13.0061,80.1786,15,1,2,69.1,85.8,84.4,77.0,89.6,90.8
13.006,80.2249,8,0,2,67.8,93.8,84.4,77.0,97.2,98.0
13.0842,80.3095,17,3,5,88.6,62.7,61.5,65.5,85.3,87.3
13.0982,80.2235,21,0,4,68.9,93.8,57.9,52.0,97.2,98.0
13.095,80.1674,1,1,4,73.6,81.3,57.9,52.0,87.1,85.5
12.9729,80.2614,20,3,5,90.1,81.7,92.6,49.9,96.3,90.1
13.1694,80.319,3,3,5,61.2,62.0,66.5,79.0,83.0,57.5
13.0164,80.3092,11,0,3,75.1,62.7,81.2,83.2,85.3,98.0
12.9824,80.185,6,2,4,63.8,89.6,91.4,54.6,92.0,86.1
13.1722,80.2846,14,1,5,76.0,72.2,66.5,79.0,92.6,98.0
13.1889,80.1941,6,1,5,67.5,89.6,73.3,87.6,92.0,98.0
13.1655,80.1936,21,1,5,64.5,89.6,66.5,79.0,92.0,98.0
13.1524,80.3248,20,4,3,44.6,62.0,61.0,63.7,83.0,51.6
13.1138,80.1999,16,0,4,77.1,92.3,57.1,48.6,94.2,98.0
13.0877,80.2026,15,1,5,74.4,92.3,59.4,58.0,94.2,98.0
12.9717,80.1501,18,4,5,48.4,71.9,92.6,49.9,82.5,56.6
13.0521,80.3241,8,4,5,90.5,62.0,70.6,85.6,83.0,79.0
13.0432,80.3085,13,2,4,80.4,62.7,74.1,87.9,85.3,95.4
13.0149,80.2755,16,1,2,78.6,72.2,84.4,77.0,92.6,94.6
13.1309,80.3001,4,1,2,66.9,64.8,57.7,51.0,87.8,68.1
13.074,80.1804,1,3,5,82.0,85.8,64.1,73.4,89.6,70.6
12.9703,80.2417,19,4,5,98.0,89.8,92.6,49.9,98.0,82.2
13.005,80.2202,15,1,2,67.4,93.8,84.4,77.0,97.2,90.9
13.1208,80.1688,13,1,3,65.3,81.3,57.1,48.2,87.1,89.2
12.969,80.2472,13,5,5,94.2,86.1,92.6,49.9,97.4,82.8
13.1628,80.3341,0,4,4,51.5,62.7,63.5,71.6,81.0,39.6
13.0738,80.158,2,5,5,95.5,76.6,64.1,73.4,84.7,63.2
13.0701,80.2083,6,1,5,60.7,93.8,64.1,73.4,95.9,97.4
13.0981,80.1915,14,1,4,77.1,89.6,57.9,52.0,92.0,98.0
13.1562,80.1976,18,0,4,72.0,92.3,63.5,71.6,94.2,98.0
13.037,80.3317,19,4,4,87.0,62.7,74.1,87.9,81.0,75.6
13.1195,80.2436,1,2,3,81.6,89.8,57.1,48.2,98.0,68.7
13.0914,80.2433,18,3,5,59.0,89.8,59.4,58.0,98.0,75.4
13.0168,80.3021,8,0,3,75.1,64.8,81.2,83.2,87.8,98.0
13.1697,80.1809,18,3,5,63.4,85.8,66.5,79.0,89.6,78.4
13.1494,80.2475,4,4,3,96.9,86.1,61.0,63.7,97.4,56.7
13.1146,80.236,17,1,4,75.9,89.8,57.1,48.6,98.0,98.0
13.1626,80.2694,15,2,4,87.6,76.9,63.5,71.6,94.7,98.0
13.1668,80.3499,3,3,5,58.5,68.0,66.5,79.0,78.4,59.3
13.1271,80.3039,11,1,2,61.7,64.8,57.7,51.0,87.8,84.3
13.1593,80.2296,6,4,4,92.3,92.5,63.5,71.6,97.9,78.8
13.1244,80.3155,13,1,3,66.4,62.0,57.1,48.2,83.0,91.8
13.12,80.1841,22,2,3,62.2,85.8,57.1,48.2,89.6,62.3
13.1047,80.1561,11,0,4,71.1,76.6,57.9,52.0,84.7,98.0
13.1382,80.1909,2,2,2,67.6,89.6,59.0,56.4,92.0,58.1
12.9897,80.2181,4,2,3,83.9,93.8,89.7,61.5,97.2,69.6
13.1702,80.2521,16,4,5,87.4,86.1,66.5,79.0,97.4,77.4
13.168,80.273,9,2,5,86.4,76.9,66.5,79.0,94.7,98.0
12.9573,80.3321,9,5,5,48.5,62.7,93.0,48.0,81.0,60.5
13.1565,80.252,10,4,4,90.4,86.1,63.5,71.6,97.4,81.3
12.9822,80.2503,16,5,4,90.3,86.1,91.4,54.6,97.4,77.0
13.0338,80.16,4,2,4,76.3,76.6,77.7,87.1,84.7,77.6
13.1359,80.157,12,5,2,49.9,76.6,59.0,56.4,84.7,43.4
12.9902,80.2602,9,3,3,90.3,81.7,89.7,61.5,96.3,82.0
13.1545,80.2376,8,5,3,93.5,89.8,61.0,63.7,98.0,75.5
13.158,80.3178,16,3,4,56.2,62.0,63.5,71.6,83.0,69.6
13.0769,80.1821,0,3,5,79.9,85.8,61.5,65.5,89.6,69.9
12.9516,80.155,3,3,5,56.8,71.9,92.7,49.3,82.5,55.8
13.0218,80.2398,3,1,3,65.8,89.8,81.2,83.2,98.0,76.8
13.1042,80.1975,17,0,4,69.8,92.3,57.9,52.0,94.2,98.0
13.1953,80.1599,8,1,5,80.4,76.6,76.9,87.6,84.7,98.0
13.108,80.2949,17,0,4,67.3,68.1,57.1,48.6,90.3,98.0
13.015,80.1723,13,1,2,71.5,81.3,84.4,77.0,87.1,88.6
13.1085,80.2717,14,0,4,74.1,76.9,57.1,48.6,94.7,98.0
13.085,80.2062,5,2,5,67.9,93.8,61.5,65.5,95.9,89.2
13.145,80.1847,23,2,2,59.4,85.8,59.0,56.4,89.6,52.3
12.9767,80.226,9,4,4,87.2,92.5,91.4,54.6,97.9,76.7
13.1403,80.3103,14,2,2,57.6,62.7,59.0,56.4,85.3,71.2
13.0853,80.2284,3,2,5,63.3,92.5,59.4,58.0,97.9,64.9
13.1907,80.3002,17,0,5,68.4,64.8,73.3,87.6,87.8,98.0
13.0355,80.1751,17,3,4,87.5,85.8,74.1,87.9,89.6,84.1
13.1082,80.3046,16,0,4,71.2,64.8,57.1,48.6,87.8,98.0
13.183,80.1974,11,1,5,67.9,92.3,69.8,84.6,94.2,98.0
12.9756,80.2855,6,0,4,69.7,68.1,91.4,54.6,90.3,98.0
13.1843,80.2632,15,2,5,79.0,81.7,69.8,84.6,96.3,96.4
13.122,80.3358,10,2,3,69.3,64.8,57.1,48.2,79.5,81.5
12.967,80.2275,13,4,5,94.2,92.5,92.6,49.9,97.9,81.8
13.0252,80.1632,2,2,4,78.0,76.6,77.7,87.1,84.7,78.4
13.127,80.1538,18,4,2,58.6,71.9,57.7,51.0,82.5,46.9
12.9668,80.3154,17,3,5,55.9,62.0,92.6,49.9,83.0,73.5
13.0955,80.2549,9,1,4,73.8,86.1,57.9,52.0,97.4,98.0
13.0365,80.305,5,2,4,79.5,62.7,74.1,87.9,85.3,95.5
13.1052,80.1969,12,1,4,76.3,92.3,57.1,48.6,94.2,98.0
12.9614,80.219,9,2,5,78.9,93.8,93.0,48.0,97.2,98.0
13.1679,80.156,17,4,5,54.1,76.6,66.5,79.0,84.7,62.6
13.1934,80.3423,19,0,5,71.3,64.8,73.3,87.6,79.5,98.0
13.1922,80.2836,15,1,5,67.6,72.2,73.3,87.6,92.6,98.0
13.1374,80.3366,5,4,2,48.6,64.8,59.0,56.4,79.5,43.8
12.9825,80.2031,12,1,4,75.0,92.3,91.4,54.6,94.2,98.0
13.1396,80.2723,3,2,2,85.2,76.9,59.0,56.4,94.7,67.5
12.9561,80.2857,22,1,5,75.3,68.1,93.0,48.0,90.3,86.6
12.9555,80.2135,13,1,5,83.4,93.8,93.0,48.0,95.9,98.0
13.0309,80.3196,0,2,4,83.7,62.0,77.7,87.1,83.0,76.9
13.0722,80.3394,19,4,5,96.5,64.8,64.1,73.4,79.5,82.1
13.1426,80.327,4,5,2,49.6,62.7,59.0,56.4,81.0,28.5
13.1208,80.2978,7,0,3,70.9,64.8,57.1,48.2,87.8,98.0
13.0615,80.2055,11,2,5,61.6,93.8,67.2,80.5,95.9,88.3
13.0184,80.2063,1,0,3,70.8,93.8,81.2,83.2,95.9,88.9
13.1993,80.3427,11,1,5,78.3,64.8,76.9,87.6,79.5,98.0
13.0565,80.1521,4,4,5,94.6,71.9,67.2,80.5,82.5,63.7
13.0628,80.2932,21,1,5,69.4,68.1,67.2,80.5,90.3,98.0
12.9909,80.2912,4,0,3,71.4,68.1,89.7,61.5,90.3,84.1
13.1487,80.2745,12,3,3,84.1,76.9,61.0,63.7,94.7,78.6
13.1234,80.348,8,1,3,64.0,68.0,57.1,48.2,78.4,90.3
13.0052,80.2124,9,1,2,72.7,93.8,84.4,77.0,95.9,92.5
12.9706,80.218,0,2,5,88.9,93.8,92.6,49.9,97.2,83.9
13.1201,80.1658,2,2,3,60.8,81.3,57.1,48.2,87.1,62.3
13.1136,80.2386,17,0,4,75.1,89.8,57.1,48.6,98.0,98.0
13.0183,80.2022,11,1,3,73.3,92.3,81.2,83.2,94.2,95.4
13.1877,80.2187,2,0,5,78.8,93.8,73.3,87.6,97.2,98.0
12.9878,80.3169,8,4,3,59.2,62.0,89.7,61.5,83.0,57.6
13.0581,80.3371,1,4,5,96.8,64.8,67.2,80.5,79.5,62.3
13.1859,80.1871,2,1,5,72.1,89.6,73.3,87.6,92.0,87.4
13.0549,80.2245,13,2,5,61.6,93.8,70.6,85.6,97.2,85.2
13.1096,80.3357,3,1,4,66.2,64.8,57.1,48.6,79.5,83.9
13.0494,80.1624,18,4,5,90.1,76.6,70.6,85.6,84.7,80.6
13.0186,80.1685,12,1,3,80.0,81.3,81.2,83.2,87.1,98.0
13.196,80.1826,6,0,5,72.5,85.8,76.9,87.6,89.6,98.0
13.0523,80.269,11,3,5,59.6,76.9,70.6,85.6,94.7,73.0
13.1735,80.1801,2,2,5,60.3,85.8,66.5,79.0,89.6,70.0
13.0075,80.3436,22,1,2,72.0,64.8,84.4,77.0,79.5,71.2
13.0033,80.2393,22,2,2,80.8,89.8,87.3,69.3,98.0,67.1
12.9578,80.2503,8,5,5,91.4,86.1,93.0,48.0,97.4,79.3
13.1129,80.1993,1,0,4,71.4,92.3,57.1,48.6,94.2,98.0
13.0421,80.2442,21,4,4,56.0,89.8,74.1,87.9,98.0,60.9
13.1661,80.2824,8,1,5,82.7,72.2,66.5,79.0,92.6,98.0
13.0683,80.3002,11,2,5,75.1,64.8,64.1,73.4,87.8,93.6
13.192,80.3008,11,0,5,71.9,64.8,73.3,87.6,87.8,98.0
12.9964,80.2656,14,2,2,83.8,76.9,87.3,69.3,94.7,82.7
13.1672,80.3309,1,3,5,54.3,62.7,66.5,79.0,81.0,55.1
13.1441,80.3135,17,3,2,59.1,62.7,59.0,56.4,85.3,57.4
13.1427,80.3014,12,1,2,73.1,64.8,59.0,56.4,87.8,88.0
13.1612,80.1611,13,5,4,52.3,76.6,63.5,71.6,84.7,59.8
13.1403,80.1514,4,4,2,53.8,71.9,59.0,56.4,82.5,27.9
13.1066,80.1925,9,1,4,68.7,89.6,57.1,48.6,92.0,98.0
12.9828,80.2827,11,1,4,80.4,72.2,91.4,54.6,92.6,98.0
12.9581,80.2322,9,4,5,94.0,92.5,93.0,48.0,97.9,81.0
13.1802,80.2305,23,1,5,83.5,92.5,69.8,84.6,97.9,93.7
13.1042,80.3269,10,1,4,75.8,62.7,57.9,52.0,81.0,98.0
13.1491,80.3291,1,4,3,52.8,62.7,61.0,63.7,81.0,32.9
13.0704,80.3318,4,5,5,92.5,62.7,64.1,73.4,81.0,63.5
12.9793,80.2128,6,1,4,76.0,93.8,91.4,54.6,95.9,98.0
12.9813,80.2882,5,1,4,67.9,68.1,91.4,54.6,90.3,98.0
13.1214,80.2043,21,0,3,75.8,92.3,57.1,48.2,94.2,98.0
13.0576,80.1881,22,2,5,76.7,89.6,67.2,80.5,92.0,79.5
13.0001,80.1869,2,0,2,72.4,89.6,87.3,69.3,92.0,81.7
13.0729,80.2184,12,3,5,66.7,93.8,64.1,73.4,97.2,73.5
12.9661,80.236,2,4,5,95.7,89.8,92.6,49.9,98.0,66.0
13.0955,80.3162,23,1,4,77.9,62.0,57.9,52.0,83.0,86.3
13.0172,80.174,20,0,3,74.4,81.3,81.2,83.2,87.1,98.0
13.1494,80.297,5,2,3,67.0,64.8,61.0,63.7,87.8,82.1
13.0276,80.2563,10,1,4,65.6,81.7,77.7,87.1,96.3,96.7
13.0638,80.2076,16,2,5,64.0,93.8,67.2,80.5,95.9,87.9
12.9529,80.2486,9,3,5,87.3,86.1,92.7,49.3,97.4,91.2
12.9681,80.21,11,2,5,79.6,93.8,92.6,49.9,95.9,98.0
13.0481,80.2692,16,2,5,59.2,76.9,70.6,85.6,94.7,86.5
13.07,80.2368,3,5,5,52.0,89.8,64.1,73.4,98.0,41.9
13.1,80.1829,1,0,4,74.3,85.8,57.9,52.0,89.6,98.0
13.0229,80.1733,10,1,3,75.6,81.3,81.2,83.2,87.1,96.6
13.1237,80.2593,6,1,3,78.9,81.7,57.1,48.2,96.3,98.0
13.165,80.3305,1,4,5,55.7,62.7,66.5,79.0,81.0,46.6
13.145,80.2188,17,2,2,81.1,93.8,59.0,56.4,97.2,83.7
12.9599,80.2966,20,2,5,65.5,64.8,93.0,48.0,87.8,86.9
13.0701,80.2817,3,1,5,62.3,72.2,64.1,73.4,92.6,81.6
12.9762,80.3363,7,5,4,49.2,64.8,91.4,54.6,79.5,58.7
13.0105,80.3142,19,0,2,69.0,62.7,84.4,77.0,85.3,98.0
13.1967,80.2633,13,1,5,69.7,81.7,76.9,87.6,96.3,98.0
12.9856,80.2814,11,1,3,82.8,72.2,89.7,61.5,92.6,96.9
13.0747,80.3297,21,5,5,94.1,62.7,64.1,73.4,81.0,81.3
13.1045,80.2299,20,0,4,69.2,92.5,57.9,52.0,97.9,98.0
13.1256,80.2154,17,3,2,83.1,93.8,57.7,51.0,97.2,72.3
13.0899,80.1522,10,2,5,81.0,71.9,59.4,58.0,82.5,96.9
12.9524,80.3153,7,3,5,56.2,62.0,92.7,49.3,83.0,74.5
13.0316,80.3102,1,1,4,80.8,62.7,77.7,87.1,85.3,89.6
13.0794,80.1709,14,4,5,85.2,81.3,61.5,65.5,87.1,78.7
12.972,80.2654,8,2,5,89.1,76.9,92.6,49.9,94.7,98.0
13.0377,80.2428,18,4,4,55.3,89.8,74.1,87.9,98.0,60.4
12.9583,80.1737,19,3,5,54.6,81.3,93.0,48.0,87.1,70.9
12.9696,80.3461,7,4,5,52.4,68.0,92.6,49.9,78.4,62.5
13.0492,80.1929,18,1,5,81.3,89.6,70.6,85.6,92.0,98.0
12.9832,80.1634,4,5,4,52.2,76.6,91.4,54.6,84.7,39.6
13.0919,80.269,10,1,5,67.0,76.9,59.4,58.0,94.7,98.0
13.1224,80.2978,14,1,3,67.4,64.8,57.1,48.2,87.8,93.5
13.1501,80.1565,7,4,3,50.1,76.6,61.0,63.7,84.7,50.9
13.0,80.2817,18,1,2,77.8,72.2,87.3,69.3,92.6,91.2
12.9919,80.2565,22,3,3,91.5,81.7,89.7,61.5,96.3,65.4
12.9761,80.1707,7,4,4,51.2,81.3,91.4,54.6,87.1,59.7
13.1091,80.1845,18,0,4,67.5,85.8,57.1,48.6,89.6,98.0
13.1266,80.2636,17,4,2,92.7,81.7,57.7,51.0,96.3,63.9
12.9579,80.2093,9,1,5,79.9,93.8,93.0,48.0,95.9,98.0
13.1841,80.3377,6,3,5,58.3,64.8,69.8,84.6,79.5,74.5
12.963,80.3137,8,2,5,55.2,62.7,93.0,48.0,85.3,84.6
13.0853,80.3467,0,2,5,73.0,68.0,59.4,58.0,78.4,79.5
13.1273,80.2019,18,0,2,77.9,92.3,57.7,51.0,94.2,98.0
13.1677,80.3439,4,4,5,51.3,64.8,66.5,79.0,79.5,43.2
13.1285,80.2362,18,3,2,87.3,89.8,57.7,51.0,98.0,73.2
13.1504,80.2195,0,3,3,88.5,93.8,61.0,63.7,97.2,63.7
13.0349,80.1601,14,2,4,79.3,76.6,77.7,87.1,84.7,97.1
13.1537,80.1606,15,5,3,54.9,76.6,61.0,63.7,84.7,55.1
12.97,80.2884,22,0,5,80.7,68.1,92.6,49.9,90.3,98.0
13.1737,80.2416,6,4,5,96.9,89.8,66.5,79.0,98.0,80.0
13.0869,80.1953,11,0,5,70.4,92.3,59.4,58.0,94.2,98.0
13.1543,80.2728,7,3,3,84.5,76.9,61.0,63.7,94.7,80.6
13.0631,80.2006,4,0,5,68.3,92.3,67.2,80.5,94.2,97.3
13.1109,80.2655,9,1,4,78.4,76.9,57.1,48.6,94.7,98.0
13.0816,80.2218,20,2,5,61.7,93.8,61.5,65.5,97.2,88.5
13.1329,80.3147,4,3,2,64.7,62.7,57.7,51.0,85.3,41.1
12.9704,80.3141,16,2,5,59.7,62.7,92.6,49.9,85.3,85.8
12.9651,80.2455,4,5,5,94.2,86.1,92.6,49.9,97.4,65.7
13.0118,80.2202,21,0,2,70.9,93.8,84.4,77.0,97.2,98.0
12.9899,80.2225,14,3,3,77.0,93.8,89.7,61.5,97.2,76.9
13.1679,80.3111,12,2,5,65.3,62.7,66.5,79.0,85.3,88.1
13.0048,80.2156,0,2,2,75.0,93.8,87.3,69.3,97.2,62.3
13.194,80.1918,10,0,5,66.3,89.6,73.3,87.6,92.0,98.0
13.0342,80.1669,22,2,4,82.7,81.3,77.7,87.1,87.1,76.3
12.9955,80.2433,0,2,2,86.3,89.8,87.3,69.3,98.0,66.0
13.1474,80.2464,10,5,3,94.0,86.1,61.0,63.7,97.4,73.1
13.1147,80.3182,17,0,4,71.0,62.0,57.1,48.6,83.0,98.0
13.0745,80.1942,17,2,5,80.3,89.6,64.1,73.4,92.0,97.8
13.0888,80.2262,20,1,5,61.9,92.5,59.4,58.0,97.9,98.0
13.1298,80.3117,15,3,2,60.1,62.7,57.7,51.0,85.3,61.0
13.0071,80.3147,12,0,2,68.6,62.7,84.4,77.0,85.3,98.0
13.1991,80.2269,6,1,5,66.4,92.5,76.9,87.6,97.9,98.0
13.1937,80.2418,0,0,5,79.5,89.8,73.3,87.6,98.0,98.0
13.1126,80.2107,15,1,4,69.5,93.8,57.1,48.6,95.9,98.0
12.9999,80.3365,0,2,2,60.1,64.8,87.3,69.3,79.5,55.3
13.1201,80.1737,16,2,3,59.6,81.3,57.1,48.2,87.1,79.5
12.968,80.3367,5,4,5,51.3,64.8,92.6,49.9,79.5,58.1
12.9577,80.2868,1,1,5,73.9,68.1,93.0,48.0,90.3,88.9
13.0144,80.2563,16,0,2,74.9,81.7,84.4,77.0,96.3,98.0
13.0657,80.1565,5,5,5,91.9,76.6,64.1,73.4,84.7,82.6
13.1671,80.2451,13,3,5,81.8,86.1,66.5,79.0,97.4,92.6
13.1318,80.2315,17,3,2,91.1,92.5,57.7,51.0,97.9,74.1
13.1357,80.1822,5,2,2,52.5,85.8,59.0,56.4,89.6,70.9
13.0564,80.2813,9,2,5,60.0,72.2,67.2,80.5,92.6,89.3
13.0365,80.3442,23,3,4,89.8,64.8,74.1,87.9,79.5,68.7
13.0428,80.2624,17,3,4,60.7,81.7,74.1,87.9,96.3,73.9
13.1969,80.293,8,0,5,74.9,68.1,76.9,87.6,90.3,98.0
12.96,80.1637,7,5,5,47.4,76.6,93.0,48.0,84.7,61.7
13.1668,80.2335,9,2,5,85.6,92.5,66.5,79.0,97.9,98.0
13.0947,80.1733,16,2,5,85.7,81.3,59.4,58.0,87.1,98.0
13.0597,80.2726,22,2,5,57.6,76.9,67.2,80.5,94.7,71.1
13.1313,80.3377,5,4,2,55.6,64.8,57.7,51.0,79.5,47.2
13.0717,80.2824,13,1,5,62.9,72.2,64.1,73.4,92.6,98.0
13.1684,80.1654,21,3,5,55.0,81.3,66.5,79.0,87.1,75.0
13.1752,80.2209,21,1,5,77.2,93.8,69.8,84.6,97.2,98.0
13.0554,80.2601,5,4,5,56.0,81.7,67.2,80.5,96.3,61.3
13.0192,80.2306,6,0,3,67.6,92.5,81.2,83.2,97.9,98.0
13.0981,80.3167,11,1,4,80.1,62.0,57.9,52.0,83.0,98.0
13.1781,80.3129,2,1,5,63.1,62.7,69.8,84.6,85.3,82.0
13.0027,80.2724,13,2,2,79.5,76.9,87.3,69.3,94.7,82.2
13.1057,80.2247,21,0,4,71.5,93.8,57.1,48.6,97.2,98.0
13.1079,80.2011,18,1,4,72.2,92.3,57.1,48.6,94.2,98.0
13.1333,80.1712,22,3,2,54.4,81.3,57.7,51.0,87.1,40.0
12.9829,80.221,15,3,4,84.9,93.8,91.4,54.6,97.2,89.0
13.129,80.2326,6,2,2,87.3,92.5,57.7,51.0,97.9,84.3
13.1773,80.2852,7,1,5,72.7,68.1,69.8,84.6,90.3,98.0
12.9949,80.2816,17,1,3,78.9,72.2,89.7,61.5,92.6,98.0
13.0094,80.164,12,1,2,71.7,76.6,84.4,77.0,84.7,88.1
13.1928,80.2291,20,0,5,80.0,92.5,73.3,87.6,97.9,98.0
12.9952,80.1864,8,1,2,65.9,89.6,87.3,69.3,92.0,90.6
13.1636,80.1814,9,2,4,59.5,85.8,63.5,71.6,89.6,83.2
13.0731,80.3155,20,4,5,94.8,62.0,64.1,73.4,83.0,83.9
13.0118,80.1584,22,0,2,68.0,76.6,84.4,77.0,84.7,80.3
13.1677,80.2338,8,3,5,85.9,92.5,66.5,79.0,97.9,89.8
13.0613,80.1836,14,2,5,90.2,85.8,67.2,80.5,89.6,98.0
13.0787,80.3259,19,4,5,88.9,62.7,61.5,65.5,81.0,81.7
13.0398,80.2614,1,2,4,56.4,81.7,74.1,87.9,96.3,67.1
13.0982,80.1963,12,1,4,71.2,92.3,57.9,52.0,94.2,98.0
12.9909,80.2505,1,3,3,88.4,86.1,89.7,61.5,97.4,63.4
13.0478,80.2963,18,2,5,77.9,64.8,70.6,85.6,87.8,98.0
13.1924,80.3416,1,0,5,66.3,64.8,73.3,87.6,79.5,94.9
13.0145,80.1941,2,1,2,77.0,89.6,84.4,77.0,92.0,73.2
13.1142,80.3272,5,0,4,61.0,62.7,57.1,48.6,81.0,98.0
13.0313,80.3369,2,3,4,77.3,64.8,77.7,87.1,79.5,64.8
13.1434,80.3333,9,4,2,42.2,62.7,59.0,56.4,81.0,44.3
12.9827,80.2771,23,2,4,75.8,72.2,91.4,54.6,92.6,76.3
13.1925,80.276,5,0,5,68.4,72.2,73.3,87.6,92.6,98.0
13.0634,80.2306,22,4,5,51.8,92.5,67.2,80.5,97.9,45.6
13.009,80.3005,15,0,2,74.9,64.8,84.4,77.0,87.8,98.0
12.9684,80.2563,16,4,5,90.2,81.7,92.6,49.9,96.3,83.6
12.9924,80.2855,18,0,3,67.4,68.1,89.7,61.5,90.3,98.0
13.0799,80.2357,2,4,5,55.2,89.8,61.5,65.5,98.0,48.1
13.0343,80.2963,17,0,4,75.1,64.8,77.7,87.1,87.8,98.0
